query	doc_id	label
We also compare with the multi parse system of (Toutanova et al, 2008) which uses a global joint model using multiple parse trees.	[11, 496]	[1, 1]
We also experiment with publicly released word embeddings (Huang et al, 2012), which were trained using both local and global context.	[111, 14, 17]	[1, 1, 1]
We also used additional annotation that has been developed to support higher-level analyses of meeting structure, in particular the ICSI Meeting Recorder Dialog act (MRDA) corpus (Shriberg et al., 2004).	[0, 14]	[1, 1]
We applied two mainstream Penn Treebank (PTB) phrase structure parsers: the Bikel parser, implementing Collins' parsing model (Bikel, 2004) and trained on PTB, and the reranking parser of (Charniak and Johnson, 2005) with the self-trained biomedical parsing model of (McClosky and Charniak, 2008).	[3, 9, 0]	[1, 1, 1]
We begin by outlining the general process of learning extraction patterns, similar to one presented by (Yangarber, 2003).	[62, 14]	[1, 1]
We begin by summarizing the model of Yamada and Knight (2001), which can be thought of as representing translation as an Alexander Calder mobile.	[0]	[1]
We build two classifiers based on the work of Pang and Lee (2004) to measure the polarity and objectivity of article edits.	[16]	[1]
We compare our P-Mod algorithm against the t-test measure, which, of all standard measures, yields the best results in general-language collocation extraction studies (Evert and Krenn, 2001), and also against the widely used C-value, which aims at enhancing the common frequency of occurrence measure by making it sensitive to nested terms (Frantzi et al, 2000).	[39, 89, 83]	[1, 1, 1]
We compare our method with a state-of-the art approach SPG (Zhao et al, 2009), which is a statistical approach specially designed for PG.	[11, 84, 183, 10, 165]	[1, 1, 1, 1, 1]
We compare our results to a state-of-the-art supervised system similar to the system described in (Kambhatla, 2004).	[63]	[1]
We compare the performance of APS with that of two state-of-the-art segmenters: the Minimum Cut segmenter (Malioutov and Barzilay, 2006) and the Bayesian segmenter (Eisenstein and Barzilay, 2008).	[30]	[1]
We compare this improved algorithm to our former algorithm (Schone and Jurafsky (2000)) as well as to Goldsmith's Linguistica (2000).	[98, 102]	[1, 1]
We compared our approach with the state-of-the-art confusion-network-based system (He et al, 2008) and achieved a significant absolute improvement of 1.23 BLEU points on the NIST 2005 Chinese-to-English test set and 0.93 BLEU point on the NIST 2008 Chinese-to-English test set.	[131, 109, 18, 150, 4, 19]	[1, 1, 1, 1, 1, 1]
We compared our system to Pharaoh, a leading phrasal SMT decoder (Koehn et al, 2003), and our tree let system.	[110]	[1]
We could use other word-based dependency trees such as trees by the infinite PCFG model (Liang et al, 2007) and syntactic-head or semantic-head dependency trees in Nakazawa and Kurohashi (2012), although it is not our major focus.	[11]	[1]
We describe the Stanford entry to the BioNLP2011 shared task on biomolecular event extraction (Kim et al, 2011a).	[3, 25, 0]	[1, 1, 1]
We did not explicitly test the utility of CRF-type features for improving recall on out-of-vocabulary items, but we note that in the Bakeoff, the model of Tseng et al (2005), which was very similar to our CRF-only system (only containing a few more feature templates), was consistently among the best performing systems in terms of test OOV recall (Emerson, 2005).	[117]	[1]
We discover such words by scanning our corpora and querying the web for symmetric patterns (obtained automatically from the corpus as in (Davidov and Rappoport, 2006)) that contain w1 or w2.	[44]	[1]
We evaluated the alignment performance of the proposed models with two tasks: Japanese English word alignment with the Basic Travel Expression Corpus (BTEC) (Takezawa et al, 2002) and French-English word alignment with the Hansard dataset (Hansards) from the 2003 NAACL shared task (Mihalcea and Pedersen, 2003).	[58]	[1]
We experimented with three scenarios; in two of them we trained using the gold standard trees and then tested on gold standard parse trees (GoldGold), and text annotated using a state-of-the-art statistical parser (Charniak and Johnson, 2005) (Gold Charniak), respectively.	[172, 162, 7, 167]	[1, 1, 1, 1]
We extend our previous work (Chodorowetal., 2007) by experimenting with combination features, as well as features derived from the Google N-Gram corpus and Comlex (Grishman et al, 1994).	[16]	[1]
We find the exact top N consistent most likely local model labelings using a simple dynamic program described in (Toutanova et al, 2005).	[79, 47, 73]	[1, 1, 1]
We follow a bottom-up chart generation approach (Kay, 1996) for production systems similar to (Varges, 2005).	[0]	[1]
We follows the formulation by Rush et al (2010).	[72]	[1]
We formulate our lexicon adaptation task using integer linear programming (ILP), which has been shown to bevery effective when solving problems with complex constraints (e.g., Roth and Yih (2004), Denis and Baldridge (2007)).	[16, 0, 100]	[1, 1, 1]
We have compared the performance of SVM with three other learning algorithms: (1) semantic scattering (Moldovan et al 2004), (2) decision trees (a C4.5 implementation), and (3) Naive Bayes.	[129]	[1]
We have demonstrated that the successful evaluation of the model in Erk (2007) on the coarse-grained pseudo-word disambiguation task carries over to the prediction of human plausibility judgments which requires relatively fine-grained, relation-based distinctions.	[19]	[1]
We have evaluated our method using SemEval-2007 Task 07 (Coarse-grained English All-words Task) test set (Navigli et al, 2007).	[0, 1]	[1, 1]
We identify a third approach through the use of selectors, first introduced by (Lin, 1997), which help to disambiguate a word by comparing it to other words that may replace it within the same local context.	[39, 22, 11]	[1, 1, 1]
We implemented our own decoder based on the algorithm described in (Ueffing et al, 2002).	[51]	[1]
We intend to investigate any potential linkages between the word groups in the texts and other theories that provide pre-determined structures of text, such as Rhetorical Structure Theory (Marcu, 1997).	[0, 11]	[1, 1]
We investigated four individual approaches for the syntax-features, a regular-expression-based quasi-parser, a system based on Dekang Lin's Mini Par (Lin, 1993), a system based on the Collins parser (Collins, 1999), and one based on the CMU Link Grammar Parser (Sleator and Temperley, 1993), as well as a family of voting-based combination schemes.	[0]	[1]
We measured inter-annotator agreement with the Kappa statistic (Carletta, 1996) using the 1,391 items that two annotators scored in common.	[0]	[1]
We note that while these results fall notably below the best result reported for Phosphorylation events in the BioNLP shared task, they are comparable to the best results reported in the task for Regulation and Binding events (Kim et al, 2009a), suggesting that the dataset allows the extraction of the novel PTM events with Theme and Site arguments at levels comparable to multi-argument shared task events.	[0]	[1]
We now turn to the concise integer LP formulation of Martins et al (2009).	[0, 50, 144, 126, 145, 154]	[1, 1, 1, 1, 1, 1]
We omit discussion here of the corpus currently in production by the University of Pennsylvania and the Children's Hospital of Philadelphia (Kulick et al 2004), since it is not yet available in finished form.	[10, 9]	[1, 1]
We parse questions and candidate sentences with MiniPar (Lin, 1994), a fast and robust parser for grammatical dependency relations.	[196]	[1]
We participated in the BioNLP-ST 2011 (Kim et al, 2011a), and applied a graph matching-based approach (Liu et al, 2010) to tackling the Task 1 of the GE NIA event extraction (GE) task (Kim et al, 2011b), and the core task of the Epigenetics and Post-translational Modifications (EPI) task (Ohta et al, 2011), two main tasks of the BioNLP-ST 2011.	[15, 21]	[1, 1]
We present a novel PCFG-based architecture for robust probabilistic generation based on wide-coverage LFG approximations (Cahill et al, 2004) automatically extracted from tree banks, maximising the probability of a tree given an f-structure.	[22, 0, 182, 1, 29]	[1, 1, 1, 1, 1]
We propose SG-ITG that follows Wellington et al (2006)'s suggestion to model at most one gap.	[46, 172]	[1, 1]
We ran the C & C parser using the normal-form model (we reproduced the numbers reported in Clark and Cur ran (2007)), and copied the results of the hybrid model from Clark and Curran (2007), since the hybrid model is not part of the public release.	[796, 624, 623]	[1, 1, 1]
We refer the reader to (Yamada and Knight, 2001) for more details.	[15, 33, 35]	[1, 1, 1]
We replaced the English part-of-speech tags with those generated by a transformation-based learner (Ngai and Florian, 2001).	[133]	[1]
We report case-insensitive scores on version 0.6 of METEOR (Lavie and Agarwal, 2007) with all modules enabled, version 1.04 of IBM-style BLEU (Papineni et al, 2002), and version 5 of TER (Snover et al, 2006).	[11, 7]	[1, 1]
We say a schema is a textual schema if it has been extracted from free text, such as the Nell (Carlson et al, 2010) and ReVerb (Fader et al, 2011) extracted databases.	[12, 13]	[1, 1]
We solve SAT analogies with a simplified version of the method of Turney (2006).	[130]	[1]
We start by using web counts for two generation tasks for which the use of large data sets has shown promising results: (a) target language candidate selection for machine translation (Grefenstette, 1998) and (b) context sensitive spelling correction (Banko and Brill, 2001a, b).	[80]	[1]
We think that many cases of ambiguÂ­ ous classification of the lexical entry for a verb can be addressed with the notion of intersective sets introduced by Dang et al.(1998).	[174]	[1]
We train a baseline phrase-based French-English system using WMT-09 corpora (Callison-Burchetal., 2009) for training and evaluation.	[14]	[1]
We tune with the k-best batch MIRA algorithm (Cherry and Foster, 2012).	[120]	[1]
We use OpinionFinder (Wilson et al, 2005) which employs negative and positive polarity cues.	[39]	[1]
We use SemCor1, OMWE 1.0 (Chklovski and Mihalcea, 2002), and example sentences in Word Net as the training corpus.	[43, 82]	[1, 1]
We use TnT (Brants, 2000), a second order Markov Model tagger.	[27, 0]	[1, 1]
We use a family of statistical parsers, the Simple Synchrony Network (SSN) parsers (Henderson, 2003), which crucially do not make any explicit independence assumptions, and learn to smooth across rare feature combinations.	[78, 14, 72]	[1, 1, 1]
We use a support vector machine (SVM) based chunker yamcha (Kudo and Matsumoto, 2001) for the chunking process.	[189, 0]	[1, 1]
We use all of the Treelet models we described in Quirk et al (2005) namely: Treelet table with translation probabilities estimated using maximum likelihood, with absolute discounting.	[82, 149]	[1, 1]
We use one-count smoothing (Chen and Goodman, 1996), where (ti) is based on the number of words that occur with ti once: (ti)= |wi: C (ti ,wi)= 1|.	[68, 67]	[1, 1]
We use the co-occurrence based graph clustering framework introduced in (Biemann, 2006).	[123, 139, 158, 18]	[1, 1, 1, 1]
We use the maximum-entropy model proposed in Wong and Mooney (2006), which defines a conditional probability distribution over derivations given an observed NL sentence.	[117, 60]	[1, 1]
We use the same alignment data for the five language pairs Chinese/English, Romanian/English, Hindi/English, Spanish/English, and French/English (Wellington et al, 2006).	[64, 63, 111, 65, 84]	[1, 1, 1, 1, 1]
We use the standard splits of the data used in semi-supervised tagging experiments (e.g.Banko and Moore (2004)): sections 0-18 for training, 19-21 for development, and 22-24 for test.CCG-TUT.	[59]	[1]
We used YamCha (Kudo and Matsumoto, 2003) to detect named entities, and we trained it on the SemEval full-text training sets.	[10]	[1]
We used a feature set which included the current, next, and previous word; the previous two tags; various capitalization and other features of the word being tagged (the full feature set is described in (Collins 2002a)).	[41, 42, 87, 52, 67, 96]	[1, 1, 1, 1, 1, 1]
We used sparse feature templates that are equivalent to the PBMT set described in (Hopkins and May, 2011).	[117, 119, 118]	[1, 1, 1]
We used the JNLPBA-2004 training data, which is a set of tokenized word sequences with IOB2 (Tjong Kim Sang and Veenstra, 1999) protein labels.	[65]	[1]
We used the dv package1 to compute type vectors from a Minipar (Lin, 1993) parse of the BNC.	[178]	[1]
We want to investigate the effect of frequency and choice of distributional similarity measure (Weeds et al, 2004).	[1]	[1]
We weigh each context f using point wise mutual information (Church and Hanks 1989).	[0, 41]	[1, 1]
We will also use our measures in applications, to check their effectiveness in supporting various tasks, e.g. in mapping frames across Text and Hypothesis in RTE, in linking related frames in discourse, or in inducing frames for LU which are not in FrameNet (Baker et al, 2007).	[13, 28]	[1, 1]
We will use the well-known graph word error rate (GWER), see also (Ueffing et al,2002).	[43, 71, 61, 70, 67]	[1, 1, 1, 1, 1]
We would like the parsing model to include long-range dependencies, but this introduces problems for generative parsing models similar to those described by Abney (1997) for attribute-value grammars.	[0, 45]	[1, 1]
When Klein and Manning induce the parts-of-speech, they do so from a much larger corpus containing the full WSJ tree bank together with additional WSJ newswire (Klein and Manning,2002).	[15]	[1]
While (Chiang, 2005) uses only two nonterminal symbols in his grammar, we introduce multiple syntactic categories, taking advantage of a target language parser for this information.	[40]	[1]
While a similar result was obtained in Bod (2006), the absolute difference between unsupervised parsing and the treebank grammar was extremely small in Bod (2006): 1.8%, while the difference in table 5 is 7.2%, corresponding to 19.7% error reduction.	[111]	[1]
While data sparsity is a common problem of many NLP tasks, it is much more severe for sentence compression, leading Turner and Charniak (2005) to question the applicability of the channel model for this task altogether.	[56]	[1]
While in lattice decoding, a translation path may skip some nodes as some hypothesis arcs may cross more than one backbone arc. Similar to the features in Rosti et al.(2007a), the features adopted by lattice-based model are arc posterior probability, language model probability, the number of null arcs, the number of hypothesis arcs possessing more than one non-null word and the number of all non-null words.	[126]	[1]
While in the projective case, the arc-factored assumption can be weakened in certain ways while maintaining polynomial parser runtime (Eisner and Satta,1999), the same does not happen in the nonprojective case, where finding the highest-scoring tree becomes NP-hard (McDonald and Satta, 2007).	[227]	[1]
While other fast MBR approximations are possible (Kumar et al, 2009), we show how the exact path posterior probabilities can be calculated and applied in the implementation of Equation (1) for efficient MBR decoding over lattices.	[5, 144]	[1, 1]
While the F measure over Precision and Recall satisfies these constraints, precision and recall in isolation do not satisfy all of them: maximum recall can be achieved without resembling the gold standard text decomposition; and maximum precision can be achieved with only a few overlapped elements.BLEU (Papineni et al, 2001a) computes the n gram precision while the metric ROUGE (LinandOch, 2004a) computes the n-gram recall.	[13, 20]	[1, 1]
While the factored translation model (Koehn and Hoang, 2007) in Moses does allow scoring with models of different granularity, e.g., lemma-token and word-token LMs, it requires a 1:1 correspondence between the tokens in the different factors, which clearly is not our case.	[11, 31]	[1, 1]
While there are related tags for dialogue act tagging schema? like DAMSL (Core and Allen, 1997), which includes tags such as Action-Directive and Commit, and the ICSI MRDA schema (Shriberg et al, 2004) which includes a committag these classes are too general to allow identification of action items specifically.	[36, 67]	[1, 1]
While these results are worse than those obtained previously for this model, the experiments in Klein and Manning (2004) only used sentences of 10 words or fewer, without punctuation, and with gold-standard tags.	[23, 28]	[1, 1]
Wilson et al (2009) use conjunctive and dependency relations among polarity words.	[472, 498, 496]	[1, 1, 1]
Woodsend and Lapata (2011) and Yatskar et al (2010) use Wikipedia comments to identify relevant edits for learning sentence simplification.	[42]	[1]
Word features are introduced primarily to help with unknown words, as in (Weischedel et al 1993).	[113, 0]	[1, 1]
Works aimed at discovering parallel sentences include (Utiyama and Isahara, 2003), who use cross-language information retrieval techniques and dynamic programming to extract sentences from an English-Japanese comparable corpus.	[2, 8, 1, 66]	[1, 1, 1, 1]
Wubben et al. have compared Clustering against pairwise matching for extracting paraphrases from news corpora [9].	[3]	[1]
Xiong et al (2005) used a similar model to the BBN's model in (Bikel and Chiang, 2000), and augmented the model by semantic categorical information and heuristic rules.	[13, 2]	[1, 1]
Yarowsky (1994) notes that conceptual spelling correction is part of a closely related class of problems which include word sense disambiguation, word choice selection in machine translation, and accent and capitalization restoration.	[18]	[1]
Yarowsky and Wicentowski (2000) report an accuracy of over 99% for their best model and a test set of 3888 pairs.	[121]	[1]
Yarowsky and Wicentowski (2000) use similar statistics to identify words related by inflection, but they gather their counts from a much smaller corpus.	[69]	[1]
Zens and Ney (2003) [3] show that ITG constraints yield significantly better alignment coverage than the constraints used in IBM statistical machine translation models on both German-English (Verbmobil corpus) and French-English (Canadian Hansards corpus).	[182, 187, 223, 225, 217]	[1, 1, 1, 1, 1]
Zhao and Gildea (2010) explored a model with a word order and fertility model as described above, but based their work on the EM algorithm, using Gibbs sampling only for approximating the expectations.	[167, 133]	[1, 1]
Zhou et al (2005) further systematically explored diverse lexical, syntactic and semantic features through support vector machines and achieved F- measure of 68.1 and 55.5 on the 5 relation types and the 24 relation subtypes in the ACE RDC 2003 corpus respectively.	[130, 17, 6, 35]	[1, 1, 1, 1]
Zhou et al (2007) further propose Context-Sensitive SPT (CS-SPT), which can dynamically determine the tree span by extending the necessary predicate-linked path information outside SPT.	[39, 3, 217, 83]	[1, 1, 1, 1]
Zollmann and Venugopal (2006) started with a complete set of phrases as extracted by traditional PBMT heuristics, and then annotated the target side of each phrasal entry with the label of the constituent node in the target-side parse tree that subsumes the span.	[21]	[1]
[Ratnaparkhi, 2000] describes a sentence realizer that had been trained on a domain-specific corpus (in the air travel domain) augmented with semantic attribute value pairs.	[23]	[1]
a noisy-channel model which selects the most likely answer to a question (cf. (Echihabi and Marcu, 2003)).	[0, 48, 29, 37]	[1, 1, 1, 1]
delta can be efficiently computed with the algorithm proposed in (Collins and Duffy, 2002).	[7]	[1]
distant supervision: for each relation in the database D we assume that all the corresponding mentions are positive examples for the corresponding label (Mintz et al 2009).	[21, 0]	[1, 1]
of Weeds et al (2004), who analyzed the variation in a word's distribution ally nearest neighbours with respect to a variety of similarity measures.	[1, 55]	[1, 1]
reported accuracies of 93% and 93.74% on CTB-I (Xue et al, 2002) (100K words) and CTB 5.0 (500K words), respectively, each using a Maximum Entropy approach.	[5]	[1]
see Klein and Manning (2003c) for details.	[141, 70]	[1, 1]
their relation edges are obtained from the Spade system described in Soricut and Marcu (2003).	[143, 90]	[1, 1]
tree-to-tree translation model based on tree sequence alignment (Zhang et al 2008a) without losing of generality to most syntactic tree based models.	[0, 11, 50, 28, 30]	[1, 1, 1, 1, 1]
used the state-of-the-art named entity tagger of Ratinov and Roth (2009) to label the text.	[181, 188, 0]	[1, 1, 1]
